AC125494.1_ENST00000407384	140
AC127391_4	388
AC129492.6	165
AC129492.6_ENST00000399413	165
AC133485.1	133
AC133485.1_ENST00000354614	133
AC136604.1	259
AC136604.1_ENST00000418535	187
AC136604.1_ENST00000425471	259
AC142381.1	97
AC142381_2	526
AC142381_2_ENST00000356559	96
AC145291.1	635
ACAA1	425
ACAA1_ENST00000544624	127
ACAA2	398
ACACA	2289
ACACA_ENST00000353139	2384
ACACA_ENST00000416895	78
ACACB	2459
ACACB_ENST00000543201	859
ACAD10	1060
ACAD10_ENST00000455480	1091
ACAD11	781
ACAD8	416
ACAD8_ENST00000543332	227
ACAD9	622
ACADL	431
ACADM	422
ACADM_ENST00000420607	426
ACADS	413
ACADSB	433
ACADVL	656
ACAN	2417
ACAP1	741
ACAP2	779
ACAP3	760
ACAP3_ENST00000354700	835
ACAT1	428
ACAT2	398
ACBD3	529
ACBD4	306
ACBD4_ENST00000431281	342
ACBD5	491
ACBD5_ENST00000375888	535
ACBD5_ENST00000396271	526
ACBD6	283
ACBD7	89
ACCN1	564
ACCN1_ENST00000359872	513
ACCN2	575
ACCN3	532
ACCN3_ENST00000357922	544
ACCN4	667
ACCN5	506
ACCS	502
ACCSL	569
ACD	542
ACE	1307
ACE2	806
ACER1	265
ACER2	276
ACER2_ENST00000380376	141
ACER3	268
ACE_ENST00000290863	733
ACE_ENST00000490216	740
ACHE	618
ACHE_ENST00000412389	615
ACIN1	1342
ACIN1_ENST00000338631	615
ACLY	1102
ACMSD	337
ACN9	126
ACO1	890
ACO1_ENST00000379921	435
ACO1_ENST00000379923	890
ACO2	781
ACOT1	422
ACOT11	595
ACOT11_ENST00000371316	608
ACOT12	556
ACOT13	141
ACOT2	484
ACOT4	422
ACOT6	208
ACOT7	371
ACOT7_ENST00000377842	330
ACOT7_ENST00000377845	351
ACOT7_ENST00000377855	381
ACOT8	320
ACOT9	440
ACOT9_ENST00000379303	449
ACOX1	661
ACOX1_ENST00000301608	661
ACOX2	682
ACOX3	701
ACOXL	548
ACOXL_ENST00000439055	581
ACP1	159
ACP1_ENST00000272067	159
ACP2	424
ACP5	326
ACP6	429
ACP6_ENST00000392988	272
ACPL2	481
ACPL2_ENST00000393007	465
ACPP	387
ACPP_ENST00000351273	419
ACPT	427
ACR	422
ACRBP	544
ACRC	692
ACRV1	266
ACSBG1	725
ACSBG2	667
ACSF2	616
ACSF3	577
ACSL1	699
ACSL3	721
ACSL3_ENST00000357430	721
ACSL4	712
ACSL5	740
ACSL6	723
ACSL6_ENST00000379249	668
ACSL6_ENST00000379264	723
ACSM1	578
ACSM1_ENST00000219151	229
ACSM2A	578
ACSM2B	578
ACSM2B_ENST00000414188	209
ACSM3	587
ACSM3_ENST00000440284	439
ACSM4	581
ACSM4_ENST00000399422	581
ACSM5	580
ACSS1	690
ACSS1_ENST00000537502	607
ACSS1_ENST00000542618	569
ACSS2	702
ACSS2_ENST00000253382	715
ACSS3	687
ACTA1	378
ACTA2	378
ACTB	376
ACTBL2	377
ACTB_ENST00000417101	99
ACTC1	378
ACTG1	376
ACTG2	377
ACTL6A	430
ACTL6B	427
ACTL7A	436
ACTL7B	416
ACTL8	367
ACTL9	417
ACTN1	893
ACTN2	895
ACTN2_ENST00000542672	895
ACTN3	286
ACTN4	912
ACTR10	418
ACTR1A	377
ACTR1B	377
ACTR2	395
ACTR2_ENST00000377982	400
ACTR3	419
ACTR3B	419
ACTR5	608
ACTR6	397
ACTR8	625
ACTR8_ENST00000231909	330
ACTRT1	377
ACTRT2	378
ACVR1	510
ACVR1B	488
ACVR1B_ENST00000541224	547
ACVR1C	494
ACVR2A	514
ACVR2B	513
ACVR2B_ENST00000352511	513
ACVRL1	504
ACVRL1_ENST00000550683	518
ACY1	409
ACY1_ENST00000458031	499
ACY3	320
ACYP1	100
ACYP1_ENST00000357971	56
ACYP2	100
ACYP2_ENST00000406041	98
ADA	364
ADAD1	577
ADAD2	666
ADAL	268
ADAL_ENST00000428046	329
ADAM10	749
ADAM11	770
ADAM11_ENST00000200557	770
ADAM12	910
ADAM12_ENST00000368676	739
ADAM12_ENST00000368679	910
ADAM15	864
ADAM17	825
ADAM18	740
ADAM19	957
ADAM19_ENST00000257527	919
ADAM19_ENST00000394020	921
ADAM19_ENST00000430702	639
ADAM2	736
ADAM20	777
ADAM21	723
ADAM21_ENST00000267499	723
ADAM22	907
ADAM22_ENST00000265727	907
ADAM22_ENST00000315984	900
ADAM23	833
ADAM23_ENST00000374415	833
ADAM23_ENST00000374416	833
ADAM28	776
ADAM28_ENST00000437154	541
ADAM29	821
ADAM30	791
ADAM32	788
ADAM33	814
ADAM33_ENST00000358035	139
ADAM7	755
ADAM8	857
ADAM9	820
ADAMDEC1	471
ADAMDEC1_ENST00000256412	471
ADAMTS1	968
ADAMTS10	1104
ADAMTS12	1595
ADAMTS12_ENST00000515401	233
ADAMTS13	1428
ADAMTS13_ENST00000371911	345
ADAMTS14	1227
ADAMTS15	951
ADAMTS16	1073
ADAMTS16_ENST00000274181	1225
ADAMTS17	1096
ADAMTS18	1222
ADAMTS19	1208
ADAMTS2	1212
ADAMTS20	1911
ADAMTS20_ENST00000389420	1911
ADAMTS20_ENST00000553158	1505
ADAMTS2_ENST00000274609	567
ADAMTS3	1206
ADAMTS4	838
ADAMTS4_ENST00000367995	340
ADAMTS4_ENST00000367996	838
ADAMTS5	931
ADAMTS6	289
ADAMTS6_ENST00000381055	1118
ADAMTS6_ENST00000536360	469
ADAMTS7	1687
ADAMTS8	890
ADAMTS8_ENST00000257359	890
ADAMTS8_ENST00000414575	919
ADAMTS9	1936
ADAMTSL1	684
ADAMTSL1_ENST00000380548	1763
ADAMTSL1_ENST00000380566	440
ADAMTSL2	952
ADAMTSL2_ENST00000393061	1061
ADAMTSL3	1692
ADAMTSL4	1075
ADAMTSL4_ENST00000369039	1098
ADAMTSL4_ENST00000369041	878
ADAMTSL5	472
ADAP1	375
ADAP1_ENST00000539900	386
ADAP2	382
ADAR	1227
ADARB1	742
ADARB1_ENST00000327861	53
ADARB1_ENST00000389863	715
ADARB2	740
ADARB2_ENST00000381310	249
ADAR_ENST00000292205	1270
ADAT1	503
ADAT2	192
ADAT2_ENST00000367593	37
ADAT3	352
ADC	461
ADCK1	456
ADCK1_ENST00000238561	524
ADCK2	627
ADCK3	369
ADCK3_ENST00000366779	648
ADCK4	545
ADCK4_ENST00000324464	545
ADCK5	581
ADCY1	1120
ADCY10	1611
ADCY2	1092
ADCY2_ENST00000537121	912
ADCY3	1145
ADCY4	1078
ADCY5	1262
ADCY6	1169
ADCY7	1081
ADCY8	1252
ADCY9	1354
ADCYAP1	177
ADCYAP1R1	469
ADC_ENST00000358680	205
ADC_ENST00000398167	481
ADD1	769
ADD1_ENST00000398125	663
ADD2	644
ADD2_ENST00000264436	727
ADD2_ENST00000430656	576
ADD3	707
ADGB	1668
ADGB_ENST00000367489	113
ADH1A	376
ADH1B	376
ADH4	381
ADH5	375
ADH6	369
ADH6_ENST00000394899	376
ADH7	387
ADH7_ENST00000476959	395
ADHFE1	420
ADHFE1_ENST00000379385	304
ADHFE1_ENST00000396623	468
ADI1	180
ADIG	193
ADIG_ENST00000537425	193
ADIPOQ	245
ADIPOR1	376
ADIPOR2	387
ADK	363
ADM	186
ADM2	149
ADM2_ENST00000362068	233
ADNP	1103
ADNP2	1132
ADO	271
ADORA1	327
ADORA1_ENST00000367235	126
ADORA2A	413
ADORA2A-AS1	160
ADORA2B	333
ADORA3	319
ADORA3_ENST00000369716	348
ADORA3_ENST00000369717	267
ADPGK	497
ADPRH	358
ADPRHL1	355
ADPRHL2	364
ADRA1A	476
ADRA1A_ENST00000354550	456
ADRA1A_ENST00000358857	325
ADRA1A_ENST00000380572	343
ADRA1A_ENST00000380573	467
ADRA1A_ENST00000380581	373
ADRA1A_ENST00000380582	430
ADRA1B	521
ADRA1D	573
ADRA2A	451
ADRA2B	448
ADRA2B_ENST00000409345	448
ADRA2C	463
ADRB1	478
ADRB2	414
ADRB3	409
ADRBK1	690
ADRBK2	689
ADRM1	408
ADSL	485
ADSL_ENST00000216194	485
ADSS	457
ADSSL1	501
ADTRP	256
ADTRP_ENST00000229583	249
AEBP1	1159
AEBP2	518
AEBP2_ENST00000398864	518
AEN	326
AEN_ENST00000379231	328
AES	265
AF165138.7	277
AFAP1	731
AFAP1L1	769
AFAP1L2	819
AFAP1L2_ENST00000541919	312
AFAP1L2_ENST00000545353	872
AFAP1_ENST00000420658	815
AFF1	1211
AFF1_ENST00000395146	1219
AFF2	1312
AFF2_ENST00000286437	953
AFF2_ENST00000370460	1312
AFF3	1252
AFF4	1164
AFG3L2	798
AFM	600
AFMID	309
AFP	610
AFTPH	910
AFTPH_ENST00000238855	937
AGA	347
AGAP1	858
AGAP10	704
AGAP10_ENST00000413193	704
AGAP2	837
AGAP2_ENST00000547588	1193
AGAP3	912
AGAP3_ENST00000473312	397
AGAP4	664
AGAP5	664
AGAP5_ENST00000374094	687
AGAP6	687
AGAP7	664
AGAP8	664
AGAP9	659
AGBL1	1063
AGBL1_ENST00000389298	794
AGBL2	903
AGBL3	921
AGBL3_ENST00000359383	178
AGBL3_ENST00000458078	976
AGBL4	504
AGBL4_ENST00000371836	218
AGBL4_ENST00000371838	321
AGBL4_ENST00000416121	300
AGBL5	887
AGBL5_ENST00000323064	718
AGC1	2417
AGER	405
AGER_ENST00000375067	343
AGER_ENST00000438221	364
AGFG1	563
AGFG1_ENST00000409979	585
AGFG2	482
AGGF1	715
AGK	423
AGK_ENST00000492693	66
AGL	1533
AGL_ENST00000361522	1516
AGMAT	353
AGMO	446
AGPAT1	284
AGPAT2	279
AGPAT3	377
AGPAT4	379
AGPAT4_ENST00000366905	160
AGPAT4_ENST00000366908	134
AGPAT5	365
AGPAT6	457
AGPAT9	435
AGPHD1	374
AGPS	659
AGR2	176
AGR3	167
AGRN	2046
AGRN_ENST00000419249	271
AGRP	133
AGT	486
AGTPBP1	1187
AGTPBP1_ENST00000357081	1227
AGTR1	360
AGTR2	364
AGTRAP	160
AGTRAP_ENST00000452018	156
AGXT	393
AGXT2	515
AGXT2L1	500
AGXT2L2	451
AGXT2L2_ENST00000308158	451
AHCTF1	2267
AHCTF1P	603
AHCY	433
AHCYL1	531
AHCYL2	612
AHCYL2_ENST00000474594	509
AHCYL2_ENST00000531335	531
AHDC1	1604
AHI1	1197
AHI1_ENST00000327035	1054
AHNAK	5891
AHNAK2	766
AHNAK2_ENST00000333244	5796
AHNAK_ENST00000257247	150
AHR	849
AHRR	720
AHSA1	339
AHSA2	138
AHSA2_ENST00000430934	301
AHSG	368
AHSP	103
AICDA	199
AIDA	307
AIDA_ENST00000541237	283
AIF1	148
AIF1L	151
AIF1L_ENST00000372309	177
AIF1_ENST00000337917	162
AIF1_ENST00000376051	133
AIFM1	610
AIFM2	374
AIFM3	606
AIFM3_ENST00000335375	587
AIFM3_ENST00000405089	605
AIG1	239
AIG1_ENST00000275235	246
AIM1	1724
AIM1L	617
AIM1L_ENST00000449629	93
AIM1L_ENST00000475866	466
AIM1L_ENST00000527815	788
AIM1_ENST00000535438	543
AIM2	344
AIMP1	313
AIMP1_ENST00000394701	337
AIMP2	321
AIP	331
AIPL1	385
AIRE	546
AIRE_ENST00000397994	349
AJAP1	412
AK1	195
AK2	203
AK2_ENST00000354858	240
AK2_ENST00000373449	233
AK3	228
AK4	224
AK5	563
AK7	724
AK8	480
AKAP1	904
AKAP10	663
AKAP11	1902
AKAP12	1783
AKAP13	2818
AKAP13_ENST00000394518	2814
AKAP13_ENST00000426424	414
AKAP13_ENST00000560302	180
AKAP14	198
AKAP14_ENST00000371423	139
AKAP16BP	884
AKAP17A	696
AKAP17A_ENST00000381261	447
AKAP1_ENST00000314126	594
AKAP2	949
AKAP3	854
AKAP3_ENST00000545990	854
AKAP4	855
AKAP5	428
AKAP6	2320
AKAP7	327
AKAP7_ENST00000474850	105
AKAP8	693
AKAP8L	647
AKAP8L_ENST00000397410	647
AKAP9	3912
AKAP9_ENST00000356239	3908
AKD1	422
AKD1_ENST00000341338	363
AKD1_ENST00000424296	1912
AKIP1	211
AKIRIN1	193
AKIRIN2	204
AKNA	1440
AKNAD1	837
AKNAD1_ENST00000357393	444
AKNAD1_ENST00000369995	762
AKR1A1	326
AKR1B1	317
AKR1B10	317
AKR1B15	363
AKR1B15_ENST00000423958	317
AKR1B15_ENST00000457545	345
AKR1C1	324
AKR1C1_ENST00000380859	206
AKR1C2	324
AKR1C2_ENST00000455190	140
AKR1C3	324
AKR1C4	324
AKR1CL1	130
AKR1CL1_ENST00000445191	27
AKR1CL1_ENST00000473890	149
AKR1D1	327
AKR1E2	321
AKR7A2	360
AKR7A3	332
AKR7L	154
AKT1	481
AKT1S1	257
AKT2	482
AKT3	480
AKT3_ENST00000336199	466
AKT3_ENST00000366539	480
AKTIP	293
AL078585.1	165
AL118506.1	163
AL121675_36-2	50
AL122001_32	653
AL138764.1	101
AL138764.1_ENST00000429930	101
AL161645_14	281
AL359853.2	132
AL359853.2_ENST00000553856	132
AL445989.1	130
AL445989.1_ENST00000453638	130
AL512274_9	168
AL589988.1	569
AL592284.2	269
ALAD	360
ALAD_ENST00000409155	331
ALAD_ENST00000448137	120
ALAS1	641
ALAS2	588
ALAS2_ENST00000330807	588
ALAS2_ENST00000396198	575
ALAS2_ENST00000455688	221
ALB	610
ALCAM	584
ALDH16A1	803
ALDH18A1	796
ALDH1A1	502
ALDH1A1_ENST00000428593	330
ALDH1A2	519
ALDH1A3	513
ALDH1B1	518
ALDH1L1	903
ALDH1L1_ENST00000455064	161
ALDH1L2	924
ALDH2	518
ALDH2_ENST00000261733	518
ALDH3A1	454
ALDH3A2	509
ALDH3A2_ENST00000176643	486
ALDH3B2	386
ALDH4A1	564
ALDH4A1_ENST00000375341	564
ALDH5A1	549
ALDH6A1	536
ALDH7A1	512
ALDH7A1_ENST00000447989	503
ALDH8A1	488
ALDH9A1	495
ALDH9A1_ENST00000354775	519
ALDOA	365
ALDOB	365
ALDOC	365
ALG1	465
ALG10	474
ALG10B	474
ALG11	493
ALG12	489
ALG13	460
ALG13_ENST00000251943	955
ALG13_ENST00000394780	1138
ALG14	217
ALG1L	188
ALG2	417
ALG2_ENST00000319033	324
ALG3	439
ALG3_ENST00000445626	391
ALG5	325
ALG6	508
ALG8	527
ALG9	448
ALG9_ENST00000428306	845
ALK	1621
ALKBH1	390
ALKBH2	262
ALKBH3	287
ALKBH3_ENST00000378840	171
ALKBH4	303
ALKBH5	395
ALKBH6	267
ALKBH7	222
ALKBH8	239
ALKBH8_ENST00000417449	665
ALKBH8_ENST00000428149	665
ALKBH8_ENST00000429370	225
ALLC	392
ALMS1	4168
ALOX12	664
ALOX12B	702
ALOX12B_ENST00000319144	702
ALOX12P2	257
ALOX15	663
ALOX15B	677
ALOX15_ENST00000545513	685
ALOX5	675
ALOX5AP	162
ALOXE3	712
ALOXE3_ENST00000318227	844
ALPI	529
ALPK1	1245
ALPK2	1532
ALPK2_ENST00000361673	2171
ALPK3	1908
ALPK3_ENST00000258888	1908
ALPL	525
ALPP	536
ALPPL2	533
ALS2	1658
ALS2CL	954
ALS2CR11	624
ALS2CR11_ENST00000439140	1821
ALS2CR11_ENST00000450242	551
ALS2CR12	446
ALS2CR8	726
ALS2_ENST00000467448	397
ALX1	327
ALX3	344
ALX4	412
AMAC1	339
AMAC1L2	339
AMACR	383
AMACR_ENST00000441713	230
AMBN	448
AMBP	353
AMBP_ENST00000540645	271
AMBRA1	1209
AMBRA1_ENST00000458649	1299
AMD1	335
AMDHD1	427
AMDHD2	440
AMDHD2_ENST00000413459	595
AMELX	206
AMELY	193
AMER1	805
AMFR	644
AMH	561
AMHR2	574
AMICA1	385
AMICA1_ENST00000356289	395
AMIGO1	494
AMIGO2	523
AMIGO3	505
AMMECR1	334
AMMECR1L	311
AMN	454
AMN1	259
AMOT	676
AMOTL1	957
AMOTL2	781
AMOT_ENST00000371958	598
AMOT_ENST00000371959	1085
AMPD1	748
AMPD1_ENST00000520113	781
AMPD2	799
AMPD2_ENST00000393688	761
AMPD2_ENST00000393689	891
AMPD3	777
AMPH	696
AMPH_ENST00000428293	654
AMT	404
AMTN	210
AMY1A	512
AMY1B	512
AMY1C	512
AMY2A	512
AMY2B	512
AMZ1	499
AMZ2	303
ANAPC1	1945
ANAPC10	186
ANAPC11	197
ANAPC13	75
ANAPC16	111
ANAPC2	823
ANAPC4	809
ANAPC5	756
ANAPC7	566
ANAPC7_ENST00000455511	600
ANG	148
ANGEL1	671
ANGEL2	545
ANGPT1	498
ANGPT2	497
ANGPT2_ENST00000325203	497
ANGPT4	504
ANGPTL1	492
ANGPTL2	494
ANGPTL3	461
ANGPTL4	407
ANGPTL5	389
ANGPTL6	471
ANGPTL7	347
ANHX	380
ANK1	1882
ANK1_ENST00000265709	1898
ANK1_ENST00000314214	156
ANK2	3958
ANK2_ENST00000506722	1864
ANK3	4378
ANK3_ENST00000355288	1002
ANK3_ENST00000395293	1128
ANKAR	1364
ANKAR_ENST00000520309	1435
ANKDD1A	523
ANKDD1A_ENST00000496660	182
ANKFN1	764
ANKFY1	1171
ANKFY1_ENST00000433651	488
ANKH	493
ANKHD1	2543
ANKHD1-EIF4EBP3	2618
ANKHD1_ENST00000261805	686
ANKHD1_ENST00000394723	628
ANKIB1	1090
ANKK1	766
ANKLE1	616
ANKLE1_ENST00000433424	440
ANKLE2	939
ANKLE2_ENST00000337516	649
ANKMY1	942
ANKMY1_ENST00000361678	718
ANKMY1_ENST00000405523	440
ANKMY2	442
ANKRA2	314
ANKRD1	320
ANKRD10	421
ANKRD10_ENST00000375758	221
ANKRD11	2664
ANKRD12	2063
ANKRD13A	591
ANKRD13B	627
ANKRD13C	542
ANKRD13D	519
ANKRD13D_ENST00000511455	606
ANKRD16	362
ANKRD17	2604
ANKRD18A	993
ANKRD18A_ENST00000313339	206
ANKRD18B	1012
ANKRD18B_ENST00000357927	402
ANKRD2	361
ANKRD20A1	824
ANKRD20A2	824
ANKRD20A3	824
ANKRD20A4	824
ANKRD20A5P	118
ANKRD22	192
ANKRD23	306
ANKRD24	670
ANKRD24_ENST00000262970	1237
ANKRD24_ENST00000318934	1147
ANKRD26	1711
ANKRD26_ENST00000376070	1268
ANKRD26_ENST00000445828	214
ANKRD27	1051
ANKRD28	521
ANKRD28_ENST00000383777	1087
ANKRD29	302
ANKRD30A	1342
ANKRD30A_ENST00000602533	1342
ANKRD30B	620
ANKRD30BL	259
ANKRD30BL_ENST00000409867	259
ANKRD30B_ENST00000358984	1393
ANKRD31	725
ANKRD31_ENST00000274361	1874
ANKRD32	423
ANKRD32_ENST00000265140	1059
ANKRD33	453
ANKRD33_ENST00000340970	273
ANKRD34A	497
ANKRD34B	515
ANKRD34C	536
ANKRD35	1002
ANKRD36	1745
ANKRD36BP1	120
ANKRD36BP1_ENST00000358576	120
ANKRD36C	1029
ANKRD36C_ENST00000295246	606
ANKRD36C_ENST00000420871	1029
ANKRD36_ENST00000420699	1942
ANKRD37	159
ANKRD39	184
ANKRD40	369
ANKRD42	390
ANKRD42_ENST00000393389	199
ANKRD43	550
ANKRD44	920
ANKRD44_ENST00000282272	986
ANKRD44_ENST00000337207	920
ANKRD44_ENST00000409153	580
ANKRD44_ENST00000409919	368
ANKRD44_ENST00000424317	792
ANKRD45	267
ANKRD46	229
ANKRD46_ENST00000520552	233
ANKRD49	240
ANKRD5	777
ANKRD50	1430
ANKRD52	1077
ANKRD53	344
ANKRD53_ENST00000360589	531
ANKRD54	301
ANKRD55	615
ANKRD56	794
ANKRD57	526
ANKRD58	392
ANKRD6	728
ANKRD60	338
ANKRD62	904
ANKRD62_ENST00000586406	356
ANKRD63	381
ANKRD65	400
ANKRD7	275
ANKRD9	318
ANKS1A	1135
ANKS1A_ENST00000373990	570
ANKS1B	1249
ANKS1B_ENST00000329257	1249
ANKS1B_ENST00000332712	451
ANKS1B_ENST00000549493	511
ANKS3	657
ANKS3_ENST00000450067	307
ANKS4B	418
ANKS6	872
ANKUB1	545
ANKZF1	727
ANLN	1125
ANO1	987
ANO10	661
ANO1_ENST00000316296	643
ANO1_ENST00000355303	987
ANO2	999
ANO2_ENST00000327087	999
ANO2_ENST00000546188	1000
ANO3	982
ANO4	921
ANO4_ENST00000538618	357
ANO5	914
ANO6	911
ANO6_ENST00000425752	930
ANO6_ENST00000441606	893
ANO7	934
ANO7_ENST00000402430	884
ANO7_ENST00000402530	180
ANO8	1233
ANO9	783
ANP32A	250
ANP32B	252
ANP32C	235
ANP32D	132
ANP32E	269
ANPEP	968
ANTXR1	565
ANTXR1_ENST00000409349	369
ANTXR1_ENST00000409829	334
ANTXR2	490
ANTXR2_ENST00000295465	323
ANTXR2_ENST00000403729	489
ANTXRL	566
ANUBL1	728
ANXA1	347
ANXA10	325
ANXA11	506
ANXA11_ENST00000447489	149
ANXA13	358
ANXA1_ENST00000456643	204
ANXA2	358
ANXA3	324
ANXA4	322
ANXA5	321
ANXA6	720
ANXA6_ENST00000354546	674
ANXA7	489
ANXA8	328
ANXA8L1	328
ANXA8L2	328
ANXA9	346
AOAH	576
AOC2	757
AOC3	764
AOF2	853
AOX1	1339
AP000867.1	146
AP000867.1_ENST00000343767	146
AP001011.2_ENST00000261598	1918
AP001011.3_ENST00000320876	2006
AP002414.1	153
AP002414.1_ENST00000391405	153
AP005901_2	565
AP1AR	303
AP1B1	950
AP1B1_ENST00000415447	940
AP1G1	823
AP1G1_ENST00000393512	826
AP1G1_ENST00000423132	826
AP1G1_ENST00000433195	846
AP1G2	786
AP1G2_ENST00000535852	641
AP1M1	424
AP1M2	424
AP1S1	159
AP1S2	158
AP1S2_ENST00000329235	158
AP1S2_ENST00000421527	203
AP1S2_ENST00000545766	196
AP1S3	155
AP1S3_ENST00000423110	105
AP2A1	978
AP2A1_ENST00000359032	978
AP2A2	940
AP2B1	952
AP2M1	436
AP2S1	143
AP3B1	1095
AP3B2	1083
AP3D1	1154
AP3D1_ENST00000355272	1216
AP3D1_ENST00000356926	1113
AP3M1	419
AP3M2	419
AP3S1	194
AP3S2	194
AP4B1	740
AP4B1_ENST00000369566	303
AP4E1	1138
AP4M1	454
AP4S1	160
AP4S1_ENST00000542754	145
AP5B1	879
AP5B1_ENST00000532090	879
APAF1	1249
APBA1	838
APBA2	750
APBA3	576
APBB1	709
APBB1IP	667
APBB1IP_ENST00000356785	173
APBB2	737
APBB2_ENST00000295974	759
APBB3	494
APC	2844
APC2	2304
APCDD1	515
APCDD1L	502
APCS	224
APEH	733
APEX1	319
APEX2	519
APH1A	248
APH1A_ENST00000369109	266
APH1B	258
API5	505
API5_ENST00000531273	525
API5_ENST00000534600	511
APIP	243
APIP_ENST00000278359	260
